Nombre,Categoría,Dirección,Lat,Lon,Rating,Reseñas,Horarios
Parque Lídice Limonar Quinto Sector,Parque,"Villa Marlen 2, Cra. 6A #47-43, Ibagué, Tolima",4.4513929,-75.2388895,4.4,4294,
Parque BioSaludable Portal de la Virgen,Parque,"Unnamed Road, Ibagué, Tolima",4.4513929,-75.2388895,4.4,4294,
Parque Deportivo Ibagué,Parque,"Ibagué, Tolima",4.4513929,-75.2388895,4.4,4294,Cerrado ⋅ Abre a las 8 a.m. del jue
Parque infantil del dos de junio,Parque nacional,"# a 98-154, Cra. 4 #9810, Ibagué, Tolima",4.4513929,-75.2388895,4.4,4294,Abierto las 24 horas
Parque Mirador Terrazas Del Tejar,Parque,"Terrazas del tejar, Ibagué, Tolima",4.4245498,-75.3162441,4.4,4294,Cerrado ⋅ Abre a las 8 a.m. del jue
Parque Kalatayud,Parque,"Cra 9A #7175, Ibagué, Tolima",4.4245498,-75.3162441,4.4,4294,Abierto las 24 horas
Parque Eden del Jordan,Parque local,"Ibagué, Tolima",4.4245498,-75.3162441,4.4,4294,Abierto las 24 horas
Parque BioSaludable San Luizu,Parque estatal,"Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,
Parque Piedemonte,Parque,"FR44+X4, Mariposario, Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,
Parque Del Bunde.,Parque,"#3a- a 3a-83, Cl. 95a #3a1, Cl. 96 #3c-09, Bunde, Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,Abierto las 24 horas
Parque Tunjos 1,Parque estatal,"Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,
Parque La Gaitana Jordan III Etapa,Parque,"Cra. 4A #72-1, Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,
Parque La Primavera,Parque local,"Cra. 13 A #75-34, Ibagué, Tolima",4.4447921,-75.2455521,4.4,4294,Abierto las 24 horas
Parque BioSaludable Mitológico Galán,Parque,"Cra. 7 Sur #17b-1 a, Ibagué, Tolima",4.4341216,-75.3172553,4.4,4294,Abierto las 24 horas
Parque Juan Bautista,Parque,"a 68b-57, Cra. 2 #68b-1, Ibagué, Tolima",4.4341216,-75.3172553,4.4,4294,
Parque Santa Helena,Parque,"Ibagué, Tolima",4.4341216,-75.3172553,4.4,4294,Abierto las 24 horas
Parque BioSaludable Pacande,Parque estatal,"Unnamed Road, Ibagué, Tolima",4.4495541,-75.2432428,4.4,4294,
Parque BioSaludable Santander Estadio,Parque estatal,"Ibagué, Tolima",4.4312418,-75.2951465,4.4,4294,
Parque BioSaludable Villa Clara,Parque local,"Cra. 14a #152-4, Ibagué, Tolima",4.4509276,-75.2168425,4.4,4294,
Parque BioSaludable Nuevo Armero,Parque estatal,"Ibagué, Tolima",4.4509276,-75.2168425,4.4,4294,Abierto las 24 horas
Museo de Arte del Tolima,Museo de arte,"Cra. 7 #5-93, Ibagué, Tolima",4.4501079,-75.2813825,4.5,1207,Cerrado ⋅ Abre a las 10 a.m. del jue
Museo Panóptico de Ibagué,Museo,"Cl. 11 #9-73a, Ibagué, Tolima",4.4501079,-75.2813825,4.5,1207,Cerrado ⋅ Abre a las 10 a.m. del jue
Mundo Sonoro,Museo,"Cra. 11 #77a-2 a 77a-126, Ibagué, Tolima",4.4431217,-75.2286359,4.5,1207,Cerrado ⋅ Abre a las 9 a.m. del jue
Museo Antropologico Universidad del Tolima,Museo de historia local,"Ibagué, Tolima",4.4431217,-75.2286359,4.5,1207,Cerrado ⋅ Abre a las 8 a.m. del jue
Casa Artesanal Galeria Luz,Museo de artesanía,"Calle 13-10-33, Ancon, Ibagué, Tolima",4.4488444,-75.2753946,4.5,1207,Abierto ⋅ Cierra a las 9 p.m.
ventas del arte alexis,Museo de arte moderno,"Cra. 13 A #3 60, Ibagué, Tolima",4.4460741,-75.2253608,4.5,1207,
Museo Rozo Centro Cultural,Museo,"Cl. 17 #19-04, Ibagué, Tolima",4.4565238,-75.2725486,4.5,1207,
Cañón de Combeima,Atracción turística,"km 10 Villa del Navado, Ibagué, Tolima",4.5557957,-75.630749,4.7,602,Abierto las 24 horas
Santafé de los Guaduales,Atracción turística,"Ibagué, Tolima",4.5557957,-75.630749,4.7,602,Cerrado ⋅ Abre a las 8 a.m. del jue
Cascadas de Chicalá (Payandé),Parque ecológico,"San Luis, San Luís, Tolima",4.2784712,-75.4224925,4.7,602,Cerrado ⋅ Abre a las 8 a.m. del jue
Mirador Cañón del Combeima,Museo,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,Abierto las 24 horas
Cascada La Plata,Parque,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,
VILLA CLAUDIA IBAGUE,Atracción turística,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,Abierto las 24 horas
Casa de la Moneda,Museo,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,Cerrado ⋅ Abre a las 8 a.m. del jue
Jardín Botánico Alejandro von Humboldt,Jardín botánico,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,Cerrado ⋅ Abre a las 8 a.m. del jue
Truchas,Atracción turística,"Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,Cerrado ⋅ Abre a las 6 a.m. del jue
Ibagué Tolima,Atracción turística,"La Vega Libertador, Casa #3, Ibagué, Tolima",4.5556149,-75.6307002,4.7,602,
