Nombre,Categoría,Dirección,Lat,Lon,Rating,Reseñas,Horarios,Ciudad
HOTEL CENTRAL-CHAPARRAL,Agregar sitio web,"Cl. 8 #7-53, Chaparral, Tolima",3.7237128,-76.704363,4.3,163,,Chaparral
Hotel Casa Vieja,Agregar sitio web,"Carrera 3 #3 - 14, Ortega, Tolima",3.7237128,-76.704363,4.3,163,,Chaparral
HOTEL AMBEIMA CHAPARRAL,Agregar sitio web,"Cra. 8 #7-58, Chaparral, Tolima",3.7237128,-76.704363,4.3,163,,Chaparral
HOTEL LOS TORRES,Agregar sitio web,"Plaza Central Parque de Los Presidentes, Cl. 8 #9-58, Chaparral, Tolima",3.7237128,-76.704363,4.3,163,,Chaparral
Hotel Olga Luz,Agregar sitio web,"Cl. 9 # 7- 44, Chaparral, Tolima",3.7237128,-76.704363,4.3,163,,Chaparral
La CASONA TÍPICA,Restaurante,"Cra. 9, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
ZONA T CHAPARRAL,Restaurante,"36, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 11 p.m.,Chaparral
Mi Tierrita Restaurante Parrilla Bar,Restaurante,"Cra. 8 #8-12, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,,Chaparral
La Jungla Restaurante,Bar,"PGHP+53, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,,Chaparral
ALEBRIJES RESTAURANTE MEXICANO,Restaurante,"Jose Maria Melo mz 3 casa 1, MZ 3 CASA 1 BARRIO, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
Restaurante Arroyabe,Restaurante,"Cl. 7, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Cierra pronto ⋅ 8:30 p.m. ⋅ Abre a las 8 a.m. del jue,Chaparral
Kitskos,Restaurante,"Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
El Puerto Mar Y Tierra By La Marisquería Cevicheria,Restaurante,"Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,,Chaparral
Restaurante Royal Center,Restaurante,"Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 9:30 p.m.,Chaparral
RESTAURANTE MI SUEGRITA (interior plaza de mercado),Restaurante,"Cra. 5ª #742, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Cerrado ⋅ Abre a las 5 a.m. del jue,Chaparral
Estadero Campestre Rancho y Leña,Restaurante,"Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto las 24 horas,Chaparral
Restaurante Aquí Vuelvo,Restaurante,"Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Cierra pronto ⋅ 9 p.m. ⋅ Abre a las 10 a.m. del jue,Chaparral
Pollo Broasterwill,Restaurante,"Chaparral - Rioblanco, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 9:30 p.m.,Chaparral
Hotel Y Restaurante Donde Marleny,Restaurante,"Cra. 8 #7 - 56, Ataco, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 9:30 p.m.,Chaparral
La Pampa Barbacoa,Restaurante,"Cra. 10 #1-50, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
FONDA VILLA LORENA,Restaurante,"Las Brisas, Tv. 10ª #14-43, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
Estadero Yennday Los Miranda,Restaurante,"Chirca, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Cierra pronto ⋅ 9 p.m. ⋅ Abre a las 9 a.m. del jue,Chaparral
Arepa Parrilla,Restaurante de comida rápida,"Cl. 10 #3-63, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Abierto ⋅ Cierra a las 12 a.m.,Chaparral
PAISA ARROZ,Restaurante,"Cl. 7 #6, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,,Chaparral
PARADISE VIVE LA EXPERIENCIA,Restaurante,"Cra. 9 #10-74, Chaparral, Tolima",3.7253666,-75.5231749,4.3,313,Cierra pronto ⋅ 9 p.m. ⋅ Abre a las 8 a.m. del jue,Chaparral
Estadero La Finca,Restaurante,"Chaparral, Tolima",3.737537,-75.5671511,4.3,313,Cerrado ⋅ Abre a las 8 a.m. del jue,Chaparral
LAS PICADAS DEL GORDO,Restaurante,"Cl. 7, Chaparral, Tolima",3.7221769,-75.5223327,4.3,313,Cierra pronto ⋅ 9 p.m. ⋅ Abre a las 4:30 p.m. del jue,Chaparral
Rokopan Camellon,Panadería,"Chaparral-Ortega, Chaparral, Tolima",3.7221769,-75.5223327,4.3,313,Cerrado ⋅ Abre a las 6:30 a.m. del jue,Chaparral
Restaurante Éxito Chino,Restaurante chino,"Cl. 8 #9-19, Chaparral, Tolima",3.7221769,-75.5223327,4.3,313,Cierra pronto ⋅ 9 p.m. ⋅ Abre a las 11 a.m. del jue,Chaparral
Plaza Central Parque de Los Presidentes,Parque,"Cr.8/Cll.8, Cra. 9 #Cll.9, Chaparral, Tolima",3.6387528,-75.6998193,4.5,2319,Abierto las 24 horas,Chaparral
Parque Nacional Natural Las Hermosas,Parque nacional,"Chaparral, Tolima",3.5376446,-76.2472873,4.5,2319,,Chaparral
Comfenalco,Centro acuático,"El Refugio, Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,,Chaparral
LA TIGRERA,Zona de senderismo,"Los Tunitos, El Roble, Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,,Chaparral
Polideportivo Castañal,Polideportivo,"Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,,Chaparral
PLAYGROUND Zona de juegos infantil,Parque infantil cubierto,"Frente bomba Mendoza, Cl. 10 #01-17, Zona urbana, Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,Abierto ⋅ Cierra a las 10 p.m.,Chaparral
Coliseo Chaparral,Polideportivo,"Cl. 10, Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,,Chaparral
castañal parque,Parque,"Cra 1e #6-29, Tuluni, Chaparral, Tolima",3.7305366,-75.7620925,4.5,2319,,Chaparral
finca Bella Vista,Museo de historia natural,"Vda. La Primavera, Chaparral, Tolima",3.7601348,-76.8551737,5.0,1,Abierto las 24 horas,Chaparral
Casa de la Cultura Darío Echandía Olaya,Centro cultural,"735560, Chaparral, Tolima",3.7601348,-76.8551737,5.0,1,Cerrado ⋅ Abre a las 8 a.m. del jue,Chaparral
Cuevas de Copete,Zona de senderismo,"JGGP+G9, Chaparral, Tolima",3.7601348,-76.8551737,5.0,1,,Chaparral
PALACIO DE JUSTICIA,Oficinas de empresa,"Cra. 9, Chaparral, Tolima",3.7601348,-76.8551737,5.0,1,,Chaparral
Museo del Río Magdalena,Museo,"Calle 10 No. 9-01, Honda, Tolima",5.2020959,-75.9541712,5.0,1,,Chaparral
Cementerio De Chaparral,Museo,"Camellon, Cra. 1c, Santa Marta, Chaparral, Magdalena",3.724942,-76.6941008,5.0,1,Cerrado ⋅ Abre a las 6 a.m. del jue,Chaparral
Charco El Chocho,Atracción turística,"Carrera 12, Chaparral, Tolima",3.7562766,-75.7032263,4.5,2319,,Chaparral
ASTUHERMOSAS -TURISMOS DE NATURALEZA CHAPARRAL,Atracción turística,"Corregimiento Las Hermosas, Finca La Arabia, 735569 Cód postal, Vda. Alemania, Chaparral, Tolima",3.9452857,-76.0457661,4.5,2319,Cerrado ⋅ Abre a las 9 a.m. del jue,Chaparral
Cascada Salto del Angel,Atracción turística,"Unnamed Road, Chaparral, Tolima",3.7021088,-75.7982548,4.5,2319,Cerrado ⋅ Abre a las 12 a.m. del vie,Chaparral
Mirador Loma de la Virgen,Atracción turística,"El Limón, Chaparral, Tolima",3.7021088,-75.7982548,4.5,2319,,Chaparral
Hacienda Pedregal,Atracción turística,"RFCG+P4, Chaparral, Tolima",3.7021088,-75.7982548,4.5,2319,,Chaparral
Finca Santa Inés GC,Atracción turística,"R8C6+93, Chaparral, Tolima",3.7021088,-75.7982548,4.5,2319,Abierto las 24 horas,Chaparral
Fardo Hotel Boutique | Zona G - Ibagué | | Recepción Digital 24H,,"Carrera 4i # 38a - 44 esquina, Magisterio, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Hotel Imperio Ibague | Hoteles en Ibague,,"Cra 3 #18 - 47, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Bunde Haus Hotel,Agregar sitio web,"730002, Cra. 5 #62-40, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Hotel Gold Plaza,Agregar sitio web,"Carrera 3 #17-58, Centro, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
HOTEL DORAL INN,,"Cl. 16 #2-57, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Sonesta Hotel Ibagué,,"Cra. 8 #57-57, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
ESTELAR Altamira Hotel,,"Cra. 1 #45-50, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Hotel Dann Combeima,,"Cra. 2 #12 37, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
HOTEL Y RESTAURANTE ACACIA,Agregar sitio web,"HOTEL ACACIA, Cl. 13 #3-11, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
FR hotel,,"Cra. 5 #29-41, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Apartamento amoblado en Ibague,Agregar sitio web,"Cra. 4A #30-40, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
Hotel Verano,,"Cra. 2 #25-82, Ibagué, Tolima",4.4366871,-75.254359,4.3,228,,Ibagué
AIMA - Viajes de exploración,,"Cra 3 #10 -37 Piso 3, Ibagué, Tolima",4.444699,-75.280086,4.3,228,,Ibagué
HOTEL DEPARTAMENTAL,Agregar sitio web,"BARRIO DEPARTAMENTAL, Cra. 3A #32-69, Ibagué, Tolima",4.444699,-75.280086,4.3,228,,Ibagué
WAIKI Apartaestudio Amoblados,,"Cra. 4b #64a, Ibagué, Tolima",4.4363673,-75.2374609,4.3,228,,Ibagué
La Casona de la Loma,Agregar sitio web,"casaloma de calambeo, Cra. 13E #21-87, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Hotel Internacional y Centro de Convenciones Casa Morales,,"Cra 3 #3-47, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Eco Star Hotel,,"Cl. 60 #7 - 96, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
ANTONIA | Hotel Autónomo en Ibagué | Recepción Digital 24H.,,"Cl. 18 #8-64, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Hotel Center,,"Cra 4 #12-52, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Hotel Cádiz In,,"Cra. 4d #32-62, Cadiz, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Ayenda Ambeima,,"Cra 3 #13-32, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Hotel bolivariano,Agregar sitio web,"Cl. 17 #3 119, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Hotel F25,,"Cra. 5 # 41-16, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
HOTEL KENISONI,Agregar sitio web,"730001 SANTANDER, Ibagué, Tolima",4.4526979,-75.2649832,4.3,228,,Ibagué
Ayenda 1132 Copiclub,,"Avenida Ambalá Cra 14 Numero 134-30, Ibagué, Tolima",4.4491291,-75.1910968,4.3,228,,Ibagué
Hotel Varón,Agregar sitio web,"Cra. 1A #222, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
Flora Jaguar,Agregar sitio web,"Calambeo, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
Dosis Cafe,Agregar número de teléfono del lugar,"Cra 3 #4-106, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
Hotel Vizion,Agregar número de teléfono del lugar,"Cra. 2 #22-40, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
La Posada del Viajero,Agregar sitio web,"Cra. 1 #17-53, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
hotel cal bed & breakfast,Agregar sitio web,"manzana x, Cl 46 #5a-07 casa 3, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
Star 37 Av. Hotel,,"Cra. 4d #36-47, Cádiz, Ibagué, Tolima",4.4361804,-75.2709244,4.3,228,,Ibagué
Montecarlos,Agregar sitio web,"Carrera 14 #133-19, Barrio, Ibagué, Tolima",4.4489767,-75.1920428,4.3,228,,Ibagué
La Casa De Los Sueños Colombia - Centro de Bienestar Integral y hostel temático ancestral,,"Cañón del combeima, Finca Villa Marlen Vereda Ramos y Astilleros,Sector la Cristalina, Ibagué, Tolima",4.4671673,-75.3192423,4.3,228,,Ibagué
Hotel Ibagué Plaza,,"Cra. 5 #14 - 58, Ibagué, Tolima",4.4440325,-75.2755682,4.3,228,,Ibagué
Finca Ecoparaiso Ibagué,,"Km 2.5, vía Chapetón Vereda Cay, Ibagué",4.4440325,-75.2755682,4.3,228,,Ibagué
Hotel Station 23,Agregar sitio web,"Cl. 56 #28, Ibagué, Tolima",4.4394835,-75.2434812,4.3,228,,Ibagué
Villa Ester Hostel,,"Villa Ester hostel, Vereda Cay, casa 131, Ibagué, Tolima",4.4641481,-75.2987221,4.3,228,,Ibagué
CityStar Ibagué,,"Cra. 7B #53-53, Ibagué, Tolima",4.4385199,-75.2430779,4.3,228,,Ibagué
Coliving 7 Aparta Hotel & Habitaciones,,"Ciudadela Comfenalco, Carrera 18 F Sur, ETAPA 2 #127-45 MZ 14 CASA 27, Ibagué, Tolima",4.4068939,-75.1951704,4.3,228,,Ibagué
Hotel Alferes Ibagué,Agregar sitio web,"Cra. 2 #14-28, Ibagué, Tolima",4.4415005,-75.277766,4.3,228,,Ibagué
Hotel Hábitat,,"Barrio las margaritas, Carrera 5° #87-05, Cotrautol, Ibagué, Tolima",4.4407049,-75.2221478,4.3,228,,Ibagué
Hotel Escorial Ibagué,,"C. 14 #3-19, Ibagué, Tolima",4.4427261,-75.2772331,4.3,228,,Ibagué
Hotel Danilo,,"Cra. 1 #21138, Ibagué, Tolima",4.4427261,-75.2772331,4.3,228,,Ibagué
Hotel Los Ocobos Plaza,Agregar sitio web,"Cra 4 #16-65, Ibagué, Tolima",4.4427261,-75.2772331,4.3,228,,Ibagué
Hotel Boutique 442,,"Carrera 7 #59-20, Limonar, Cra. 7 #59-20, Ibagué, Tolima",4.4379172,-75.2418469,4.3,228,,Ibagué
"Copiclub Ibague, Tolima",,"Cra. 9 #130-40, Ibagué, Tolima",4.4491795,-75.1912253,4.3,228,,Ibagué
Hotel Grand Latino,Agregar sitio web,"Cl. 17 #3-97, centro, Ibagué, Tolima",4.4415759,-75.2743661,4.3,228,,Ibagué
Hotel Cacique Ibagué,,"Cl. 15 #4 - 36, Ibagué, Tolima",4.4415759,-75.2743661,4.3,228,,Ibagué
Hotel Arboleda de Cádiz- Apartaestudios amoblados,,"Cl 33 #4D-26, Ibagué, Tolima",4.4415759,-75.2743661,4.3,228,,Ibagué
HABITACIONES Y CASAS CAMPESTRES IBAGUE,Agregar sitio web,"730001, Ibagué, Tolima",4.400406,-75.219308,4.3,228,,Ibagué
Hotel Cristal Ibague,Agregar sitio web,"Carrera 4 No 16-52 Centro, Ibagué, Tolima",4.4420906,-75.2743432,4.3,228,,Ibagué
Hotel Estacion Plaza Ibagué,,"Cl. 19 #4-09, Ibagué, Tolima",4.4420906,-75.2743432,4.3,228,,Ibagué
HOTEL CASA MOLANO,Agregar número de teléfono del lugar,"Cra. 2 #24-19, Ibagué, Tolima",4.4420906,-75.2743432,4.3,228,,Ibagué
Hotel Lusitania,Agregar sitio web,"Cra. 2 #15-55, Ibagué, Tolima",4.4420906,-75.2743432,4.3,228,,Ibagué
apartamento en ibagué la fontana,,"Cra. 7C #50 16, Ibagué, Tolima",4.4393222,-75.2451498,4.3,228,,Ibagué
Hotel Acandí,Agregar sitio web,"Carrera 3 11 60 centro, Ibagué 730001",4.443778,-75.2792129,4.3,228,,Ibagué
Origen Restaurante - Restaurante Ibagué,Restaurante,"Carrera 12 sur #83-30, Ibagué, Tolima",4.4305432,-75.2091661,4.6,381,Abierto ⋅ Cierra a las 9 p.m.,Ibagué
Empireo Gastrobar,Restaurante,"Cra. 7C #51-06, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
La Parrilla de Marcos,Restaurante,"Calle 63 No. 5-46, Arkacentro, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
Paz Restaurante Ibague,Restaurante,"Icono 60, Cl. 60 #10 115 Edificio, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Fervor Restaurante Ibague,Restaurante,"esquina, Calle 57 n 7c -51, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Augurio By La Comarca,Restaurante,"Cra. 5 # 41-16, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 10 p.m. Actualizado por otros usuarios hace 11 semanas,Ibagué
Salvador y Milagros,Restaurante,"Av 60 #13 a - 33, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
TANGO PASION POR LA CARNE IBAGUE,Restaurante,"Macarena parte alta, Cra. 4d #40-73, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 10 p.m. Actualizado por otros usuarios hace 11 semanas,Ibagué
Maria Y El Mar Cocina - Peruana,Restaurante,"Cra. 4h, Ibagué, Tolima",4.4390951,-75.2443096,4.6,381,Abierto ⋅ Cierra a las 11:30 p.m. Actualizado por este negocio hace 5 semanas,Ibagué
LB La Baranda Bar - Restaurante,Bar restaurante,"CC. Combeima Local 229. Entrada Cra. 3, 2do. Piso., Centro, Ibagué, Tolima",4.4432358,-75.2783743,4.6,381,Abierto ⋅ Cierra a la 1 a.m.,Ibagué
Puerto Madero,Restaurante,"Calle 48 sur #108-32 Aparco Kilometro 5 Vía, Bogotá, Ibagué, Tolima",4.4139499,-75.2116488,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Restaurante provincianos Ibagué,Restaurante,"730005, Ibagué, Tolima",4.4139499,-75.2116488,4.6,381,Abierto ⋅ Cierra a las 9 p.m. Actualizado por este negocio hace 7 semanas,Ibagué
DeRegio Casual Food,Restaurante,"Cl. 60 #9-65, Ibagué, Tolima",4.4418827,-75.242929,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Encanto Del Mar - comida de mar gourmet,Marisquería,"Calle 62 Carrera 6 a Esquina, Prados del Norte, Ibagué, Tolima",4.4418827,-75.242929,4.6,381,Abierto ⋅ Cierra a las 8:30 p.m. Actualizado por otros usuarios hace 4 semanas,Ibagué
El Churrasco - Sede La Pola,Restaurante,"Cra 3 #7-2, Ibagué, Tolima",4.4463067,-75.282901,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Restaurante nativo FR,Restaurante,"entrada por FR HOTEL, Cl. 29 #5-41 Tercer piso, Ibagué, Tolima",4.4463067,-75.282901,4.6,381,,Ibagué
El Churrasco - Sede Jordán,Restaurante,"6ta Etapa del Jordan, Mazana 11 #Casa 19, Ibagué, Tolima",4.4395549,-75.2268916,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
La Finca Paisa,Restaurante colombiano,"Cl. 17 #3-24, Ibagué, Tolima",4.44107,-75.274444,4.6,381,Cierra pronto ⋅ 8 p.m. ⋅ Abre a las 7:30 a.m. del jue,Ibagué
Restaurante Yerbabuena,Restaurante familiar,"Cra. 6 #9-81, Ibagué, Tolima",4.44107,-75.274444,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Restaurante PeruPisco Comida Peruana,Restaurante,"Terraza San Lorenzo, Ibagué, Tolima",4.4247808,-75.223384,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Felo La Serena,Restaurante,"Paralela Carrera 5 #79-2, Ibagué, Tolima",4.4247808,-75.223384,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Beertown Ibague,Pub restaurante,"Cl 33C #4f39, Ibagué, Tolima",4.435659,-75.2567294,4.6,381,Abierto ⋅ Cierra a las 12 a.m.,Ibagué
La Barra - Crea Tu Pizza,Restaurante italiano,"Edificio ATICA La Samaria, Cl 94D #13 a sur - 64 local 2, Ibagué, Tolima",4.4212439,-75.2137025,4.6,381,Abierto ⋅ Cierra a las 10:30 p.m.,Ibagué
La Baranda sede Acqua,Restaurante,"Centro Comercial Aqua, Calle 60. 8-37, Ibagué, Tolima",4.4406758,-75.2425146,4.6,381,Abierto ⋅ Cierra a la 1 a.m.,Ibagué
Camarón Killero - Campestre,Restaurante,"40TLC, Ibagué, Tolima",4.4103194,-75.2080352,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Piqueteadero Donde El Gordo Ibagué,Restaurante,"Cl. 20 #23-10, Ibagué, Tolima",4.4249618,-75.2900013,4.6,381,Abierto ⋅ Cierra a las 12 a.m.,Ibagué
La Cabaña parrilla & carbon,Restaurante,"carrera 8 numero 121-151, Ibagué, Tolima",4.4463632,-75.2013169,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Asadero El Fogón Paisa,Restaurante,"Cl. 69 con Av. Guavinal #12, Mz 57 Cs 10, B. El Jordan Etapa 7, Ibagué, Tolima",4.4424066,-75.2359862,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
Parador El Portal Paisa,Restaurante de desayunos,"Ibagué, Tolima",4.4158811,-75.2999236,4.6,381,Abierto las 24 horas,Ibagué
El Atajo Ibagué,Restaurante,"Av. Guabinal #con calle 63, Ibagué, Tolima",4.4417922,-75.2413313,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
El Churrasco - Sede El Salado,Restaurante,"Montecarlo El Salado Cra 9 No. 128A - 37, Ibagué, Tolima",4.4482801,-75.1942908,4.6,381,Abierto ⋅ Cierra a las 9 p.m. Confirmado por este negocio hace 10 semanas,Ibagué
Restaurante La Barra Marina,Restaurante caribeño,"cra 3B No. 72-52 Mz B cs 16, Akaparaiso, Ibagué, Tolima",4.4378491,-75.2257038,4.6,381,Abierto ⋅ Cierra a las 9 p.m.,Ibagué
María bonita,Restaurante,"a 20-174,, Cl 69 #202, Ibagué, Tolima",4.4378491,-75.2257038,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
La Carnicería Parrilla Sede Ibague,Restaurante,"Cl. 53 #7b - 55, Ibagué, Tolima",4.4378491,-75.2257038,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
OPONENTE RESTAURANTE,Restaurante,"calle 18 #8-43 Interlaken, Ibagué, Tolima",4.4453682,-75.2714526,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Jus'so Café,Tienda de café,"Cl. 7 #2-60, Ibagué, Tolima",4.4453682,-75.2714526,4.6,381,Abierto ⋅ Cierra a las 9:30 p.m.,Ibagué
RESTAURANTE CAMPESTRE ORGULLO COLOMBIANO,Restaurante,"Calle 20 36-55 barrio boquerón, Via Cajamarca - Ibagué, Ibagué, Tolima",4.4148488,-75.3014141,4.6,381,Abierto las 24 horas,Ibagué
Viña Del Mar,Restaurante de fish & chips,"Limonar, Cl. 60 #5-65, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Restaurante Pekin,Restaurante chino,"Manzana 3 casa 16 Jordan 4 estapa, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,Abierto ⋅ Cierra a las 9 p.m.,Ibagué
La Cubanita Ibagué,Reserva natural,"Macarena Parte Alta, Cl. 41 #4k-43, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,,Ibagué
Waffles Cañón Ibagué,Restaurante,"Km 2.5, via cañon del combeima, sector villa maria, Ibagué, Tolima",4.4557652,-75.3022608,4.6,381,,Ibagué
La Creperia Parrilla,Restaurante,"Cra. 5 #35, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Costa Nova,Restaurante,"Piedra Pintada, Cl 46 #4-60, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Restaurante Kioto,Restaurante de sushi,"Avenida ambalá, Cl 69 # 89 local 128, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 12 a.m.,Ibagué
Restaurante Colombia de Mis Amores,Restaurante,"Cra. 3 No 3- 47B, La Pola, Ibagué, Tolima",4.4491068,-75.2857068,4.6,381,Abierto ⋅ Cierra a las 9 p.m.,Ibagué
Tres Coyotes Taquería,Restaurante mexicano,"Macarena alta, Cra. 4d #39 122, Ibagué, Tolima",4.435951,-75.2528585,4.6,381,Abierto ⋅ Cierra a las 11 p.m.,Ibagué
Restaurante El Legado Ibagué,Restaurante,"al aeropuerto de, Carrera 12 sur # 93 - 21 Plazoleta de comidas de la clínica Medicadiz de, La Samaria, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,Cerrado ⋅ Abre a las 7 a.m. del jue,Ibagué
Restaurante Puerto Mojarra,Restaurante,"Vía Aeropuerto Perales, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,,Ibagué
Casa Corona Ibagué,Chiringuito,"Avenida Mirolindo Zona Industrial Via Picaleña #Km. 2, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,Abierto ⋅ Cierra a las 12 a.m.,Ibagué
La Ricotta Trattoria,Restaurante,"CALLE 69 No 10A-282 ESTUDIO AVENIDA 69 LOCAL 1, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,,Ibagué
La Casa de los Deditos Ibague,Restaurante,"CALLE 69 No 10A-282 ESTUDIO AVENIDA 69 LOCAL 1, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,,Ibagué
AMADOR BISTRO GARDEN,Restaurante,"Cl. 38 #7-61, Barrios Alfonso lopez, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
ASIAN ROCK IBAGUE,Restaurante,"Cl. 38 #7-61, Barrios Alfonso lopez, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Amigos del Alma Burger Express,Restaurante de postres,"Cl 46 #3-55, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
Sr. Law,Restaurante chino,"Macarena parte alta, Cl. 42 #4c-39, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 9 p.m.,Ibagué
El Tablazo,Restaurante,"Cl. 10a #3-09, Ibagué, Tolima",4.444635,-75.2799819,4.6,381,Abierto ⋅ Cierra a las 10 p.m.,Ibagué
